wavelength,transmittance
1360.25,89.07
1360,89.08
1359.75,89.08
1359.5,89.09
1359.25,89.09
1359,89.1
1358.75,89.1
1358.5,89.11
1358.25,89.11
1358,89.12
1357.75,89.12
1357.5,89.12
1357.25,89.12
1357,89.12
1356.75,89.12
1356.5,89.12
1356.25,89.12
1356,89.11
1355.75,89.11
1355.5,89.11
1355.25,89.11
1355,89.11
1354.75,89.11
1354.5,89.11
1354.25,89.11
1354,89.11
1353.75,89.11
1353.5,89.11
1353.25,89.11
1353,89.1
1352.75,89.1
1352.5,89.1
1352.25,89.1
1352,89.1
1351.75,89.1
1351.5,89.1
1351.25,89.09
1351,89.09
1350.75,89.08
1350.5,89.07
1350.25,89.06
1350,89.06
1349.75,89.06
1349.5,89.06
1349.25,89.05
1349,89.05
1348.75,89.05
1348.5,89.04
1348.25,89.03
1348,89.02
1347.75,89.02
1347.5,89.01
1347.25,89
1347,88.99
1346.75,88.98
1346.5,88.98
1346.25,88.97
1346,88.97
1345.75,88.96
1345.5,88.95
1345.25,88.94
1345,88.93
1344.75,88.92
1344.5,88.91
1344.25,88.91
1344,88.91
1343.75,88.91
1343.5,88.91
1343.25,88.9
1343,88.9
1342.75,88.89
1342.5,88.89
1342.25,88.88
1342,88.87
1341.75,88.85
1341.5,88.84
1341.25,88.84
1341,88.84
1340.75,88.85
1340.5,88.86
1340.25,88.86
1340,88.87
1339.75,88.87
1339.5,88.88
1339.25,88.88
1339,88.89
1338.75,88.9
1338.5,88.9
1338.25,88.9
1338,88.91
1337.75,88.91
1337.5,88.92
1337.25,88.93
1337,88.95
1336.75,88.96
1336.5,88.98
1336.25,88.98
1336,88.99
1335.75,89
1335.5,89
1335.25,89.01
1335,89.02
1334.75,89.04
1334.5,89.05
1334.25,89.06
1334,89.07
1333.75,89.08
1333.5,89.08
1333.25,89.08
1333,89.09
1332.75,89.09
1332.5,89.1
1332.25,89.11
1332,89.11
1331.75,89.12
1331.5,89.13
1331.25,89.13
1331,89.14
1330.75,89.14
1330.5,89.14
1330.25,89.15
1330,89.15
1329.75,89.14
1329.5,89.14
1329.25,89.14
1329,89.14
1328.75,89.14
1328.5,89.14
1328.25,89.14
1328,89.14
1327.75,89.13
1327.5,89.13
1327.25,89.13
1327,89.12
1326.75,89.12
1326.5,89.12
1326.25,89.11
1326,89.11
1325.75,89.11
1325.5,89.1
1325.25,89.1
1325,89.09
1324.75,89.09
1324.5,89.08
1324.25,89.07
1324,89.06
1323.75,89.05
1323.5,89.04
1323.25,89.03
1323,89.02
1322.75,89.01
1322.5,89
1322.25,89
1322,88.99
1321.75,88.98
1321.5,88.97
1321.25,88.96
1321,88.95
1320.75,88.93
1320.5,88.91
1320.25,88.9
1320,88.88
1319.75,88.87
1319.5,88.85
1319.25,88.84
1319,88.83
1318.75,88.82
1318.5,88.8
1318.25,88.79
1318,88.77
1317.75,88.76
1317.5,88.76
1317.25,88.75
1317,88.74
1316.75,88.74
1316.5,88.72
1316.25,88.71
1316,88.69
1315.75,88.68
1315.5,88.67
1315.25,88.66
1315,88.65
1314.75,88.64
1314.5,88.63
1314.25,88.61
1314,88.6
1313.75,88.59
1313.5,88.58
1313.25,88.58
1313,88.58
1312.75,88.57
1312.5,88.57
1312.25,88.56
1312,88.55
1311.75,88.55
1311.5,88.54
1311.25,88.54
1311,88.53
1310.75,88.53
1310.5,88.52
1310.25,88.52
1310,88.51
1309.75,88.5
1309.5,88.49
1309.25,88.48
1309,88.48
1308.75,88.48
1308.5,88.48
1308.25,88.47
1308,88.47
1307.75,88.46
1307.5,88.46
1307.25,88.46
1307,88.46
1306.75,88.46
1306.5,88.46
1306.25,88.45
1306,88.45
1305.75,88.44
1305.5,88.44
1305.25,88.44
1305,88.44
1304.75,88.44
1304.5,88.44
1304.25,88.44
1304,88.44
1303.75,88.44
1303.5,88.44
1303.25,88.44
1303,88.44
1302.75,88.43
1302.5,88.43
1302.25,88.43
1302,88.43
1301.75,88.43
1301.5,88.43
1301.25,88.43
1301,88.43
1300.75,88.43
1300.5,88.43
1300.25,88.43
1300,88.43
1299.75,88.43
1299.5,88.43
1299.25,88.43
1299,88.43
1298.75,88.43
1298.5,88.43
1298.25,88.43
1298,88.43
1297.75,88.42
1297.5,88.42
1297.25,88.42
1297,88.42
1296.75,88.42
1296.5,88.42
1296.25,88.42
1296,88.42
1295.75,88.42
1295.5,88.41
1295.25,88.41
1295,88.4
1294.75,88.39
1294.5,88.39
1294.25,88.38
1294,88.37
1293.75,88.37
1293.5,88.36
1293.25,88.36
1293,88.35
1292.75,88.35
1292.5,88.34
1292.25,88.33
1292,88.32
1291.75,88.31
1291.5,88.3
1291.25,88.29
1291,88.28
1290.75,88.28
1290.5,88.27
1290.25,88.26
1290,88.25
1289.75,88.24
1289.5,88.22
1289.25,88.21
1289,88.2
1288.75,88.2
1288.5,88.19
1288.25,88.18
1288,88.17
1287.75,88.17
1287.5,88.16
1287.25,88.15
1287,88.14
1286.75,88.13
1286.5,88.12
1286.25,88.11
1286,88.1
1285.75,88.09
1285.5,88.08
1285.25,88.07
1285,88.06
1284.75,88.06
1284.5,88.05
1284.25,88.04
1284,88.03
1283.75,88.02
1283.5,88.01
1283.25,88
1283,87.99
1282.75,87.99
1282.5,87.99
1282.25,87.98
1282,87.98
1281.75,87.97
1281.5,87.96
1281.25,87.95
1281,87.94
1280.75,87.94
1280.5,87.94
1280.25,87.94
1280,87.94
1279.75,87.93
1279.5,87.93
1279.25,87.92
1279,87.91
1278.75,87.91
1278.5,87.9
1278.25,87.9
1278,87.9
1277.75,87.89
1277.5,87.89
1277.25,87.88
1277,87.88
1276.75,87.88
1276.5,87.87
1276.25,87.87
1276,87.86
1275.75,87.85
1275.5,87.84
1275.25,87.83
1275,87.81
1274.75,87.8
1274.5,87.79
1274.25,87.78
1274,87.77
1273.75,87.77
1273.5,87.76
1273.25,87.76
1273,87.75
1272.75,87.74
1272.5,87.72
1272.25,87.71
1272,87.69
1271.75,87.67
1271.5,87.65
1271.25,87.63
1271,87.61
1270.75,87.59
1270.5,87.58
1270.25,87.56
1270,87.55
1269.75,87.53
1269.5,87.51
1269.25,87.49
1269,87.46
1268.75,87.44
1268.5,87.42
1268.25,87.4
1268,87.39
1267.75,87.37
1267.5,87.36
1267.25,87.34
1267,87.31
1266.75,87.29
1266.5,87.26
1266.25,87.23
1266,87.21
1265.75,87.19
1265.5,87.16
1265.25,87.14
1265,87.13
1264.75,87.11
1264.5,87.1
1264.25,87.08
1264,87.06
1263.75,87.05
1263.5,87.03
1263.25,87.01
1263,86.99
1262.75,86.97
1262.5,86.95
1262.25,86.93
1262,86.91
1261.75,86.9
1261.5,86.89
1261.25,86.88
1261,86.87
1260.75,86.86
1260.5,86.86
1260.25,86.84
1260,86.83
1259.75,86.81
1259.5,86.79
1259.25,86.78
1259,86.77
1258.75,86.76
1258.5,86.75
1258.25,86.73
1258,86.71
1257.75,86.7
1257.5,86.68
1257.25,86.66
1257,86.65
1256.75,86.64
1256.5,86.63
1256.25,86.62
1256,86.6
1255.75,86.58
1255.5,86.56
1255.25,86.54
1255,86.53
1254.75,86.52
1254.5,86.51
1254.25,86.5
1254,86.49
1253.75,86.47
1253.5,86.46
1253.25,86.45
1253,86.43
1252.75,86.42
1252.5,86.4
1252.25,86.39
1252,86.37
1251.75,86.36
1251.5,86.34
1251.25,86.32
1251,86.3
1250.75,86.28
1250.5,86.27
1250.25,86.25
1250,86.23
1249.75,86.21
1249.5,86.19
1249.25,86.17
1249,86.16
1248.75,86.14
1248.5,86.12
1248.25,86.1
1248,86.08
1247.75,86.07
1247.5,86.06
1247.25,86.04
1247,86.02
1246.75,86
1246.5,85.98
1246.25,85.95
1246,85.93
1245.75,85.91
1245.5,85.9
1245.25,85.88
1245,85.86
1244.75,85.85
1244.5,85.83
1244.25,85.82
1244,85.8
1243.75,85.78
1243.5,85.76
1243.25,85.74
1243,85.72
1242.75,85.7
1242.5,85.69
1242.25,85.67
1242,85.66
1241.75,85.65
1241.5,85.63
1241.25,85.62
1241,85.61
1240.75,85.59
1240.5,85.58
1240.25,85.57
1240,85.56
1239.75,85.55
1239.5,85.54
1239.25,85.53
1239,85.53
1238.75,85.52
1238.5,85.51
1238.25,85.5
1238,85.49
1237.75,85.47
1237.5,85.46
1237.25,85.45
1237,85.43
1236.75,85.42
1236.5,85.42
1236.25,85.41
1236,85.41
1235.75,85.4
1235.5,85.4
1235.25,85.4
1235,85.39
1234.75,85.39
1234.5,85.39
1234.25,85.39
1234,85.38
1233.75,85.38
1233.5,85.38
1233.25,85.38
1233,85.38
1232.75,85.38
1232.5,85.38
1232.25,85.37
1232,85.37
1231.75,85.37
1231.5,85.38
1231.25,85.38
1231,85.38
1230.75,85.39
1230.5,85.4
1230.25,85.41
1230,85.42
1229.75,85.43
1229.5,85.45
1229.25,85.46
1229,85.47
1228.75,85.48
1228.5,85.49
1228.25,85.5
1228,85.52
1227.75,85.53
1227.5,85.54
1227.25,85.56
1227,85.57
1226.75,85.59
1226.5,85.6
1226.25,85.62
1226,85.63
1225.75,85.65
1225.5,85.67
1225.25,85.69
1225,85.7
1224.75,85.72
1224.5,85.74
1224.25,85.76
1224,85.79
1223.75,85.81
1223.5,85.84
1223.25,85.86
1223,85.89
1222.75,85.91
1222.5,85.94
1222.25,85.96
1222,85.98
1221.75,86
1221.5,86.01
1221.25,86.03
1221,86.05
1220.75,86.07
1220.5,86.09
1220.25,86.12
1220,86.15
1219.75,86.17
1219.5,86.2
1219.25,86.22
1219,86.25
1218.75,86.28
1218.5,86.31
1218.25,86.34
1218,86.37
1217.75,86.4
1217.5,86.43
1217.25,86.45
1217,86.48
1216.75,86.5
1216.5,86.53
1216.25,86.56
1216,86.59
1215.75,86.62
1215.5,86.66
1215.25,86.69
1215,86.72
1214.75,86.75
1214.5,86.78
1214.25,86.81
1214,86.84
1213.75,86.87
1213.5,86.9
1213.25,86.93
1213,86.96
1212.75,86.99
1212.5,87.03
1212.25,87.06
1212,87.1
1211.75,87.14
1211.5,87.17
1211.25,87.2
1211,87.23
1210.75,87.26
1210.5,87.28
1210.25,87.31
1210,87.33
1209.75,87.36
1209.5,87.4
1209.25,87.43
1209,87.46
1208.75,87.49
1208.5,87.52
1208.25,87.55
1208,87.57
1207.75,87.6
1207.5,87.63
1207.25,87.65
1207,87.68
1206.75,87.71
1206.5,87.74
1206.25,87.77
1206,87.8
1205.75,87.83
1205.5,87.86
1205.25,87.89
1205,87.92
1204.75,87.95
1204.5,87.97
1204.25,88
1204,88.03
1203.75,88.06
1203.5,88.09
1203.25,88.12
1203,88.15
1202.75,88.18
1202.5,88.21
1202.25,88.23
1202,88.25
1201.75,88.28
1201.5,88.3
1201.25,88.33
1201,88.35
1200.75,88.38
1200.5,88.4
1200.25,88.42
1200,88.45
1199.75,88.47
1199.5,88.49
1199.25,88.51
1199,88.53
1198.75,88.55
1198.5,88.57
1198.25,88.59
1198,88.61
1197.75,88.62
1197.5,88.64
1197.25,88.65
1197,88.66
1196.75,88.67
1196.5,88.67
1196.25,88.67
1196,88.68
1195.75,88.69
1195.5,88.7
1195.25,88.71
1195,88.72
1194.75,88.73
1194.5,88.74
1194.25,88.75
1194,88.76
1193.75,88.76
1193.5,88.76
1193.25,88.76
1193,88.76
1192.75,88.76
1192.5,88.76
1192.25,88.76
1192,88.76
1191.75,88.77
1191.5,88.77
1191.25,88.77
1191,88.76
1190.75,88.76
1190.5,88.75
1190.25,88.75
1190,88.74
1189.75,88.74
1189.5,88.73
1189.25,88.73
1189,88.73
1188.75,88.73
1188.5,88.73
1188.25,88.73
1188,88.73
1187.75,88.73
1187.5,88.73
1187.25,88.72
1187,88.72
1186.75,88.72
1186.5,88.72
1186.25,88.71
1186,88.71
1185.75,88.7
1185.5,88.7
1185.25,88.7
1185,88.71
1184.75,88.7
1184.5,88.7
1184.25,88.69
1184,88.68
1183.75,88.67
1183.5,88.66
1183.25,88.66
1183,88.67
1182.75,88.68
1182.5,88.68
1182.25,88.68
1182,88.68
1181.75,88.67
1181.5,88.66
1181.25,88.66
1181,88.65
1180.75,88.65
1180.5,88.65
1180.25,88.64
1180,88.63
1179.75,88.61
1179.5,88.6
1179.25,88.6
1179,88.59
1178.75,88.58
1178.5,88.57
1178.25,88.56
1178,88.55
1177.75,88.53
1177.5,88.51
1177.25,88.5
1177,88.48
1176.75,88.47
1176.5,88.46
1176.25,88.44
1176,88.42
1175.75,88.4
1175.5,88.39
1175.25,88.37
1175,88.34
1174.75,88.32
1174.5,88.31
1174.25,88.3
1174,88.29
1173.75,88.28
1173.5,88.28
1173.25,88.27
1173,88.26
1172.75,88.25
1172.5,88.24
1172.25,88.23
1172,88.23
1171.75,88.23
1171.5,88.23
1171.25,88.22
1171,88.22
1170.75,88.22
1170.5,88.22
1170.25,88.22
1170,88.23
1169.75,88.23
1169.5,88.24
1169.25,88.25
1169,88.26
1168.75,88.26
1168.5,88.27
1168.25,88.28
1168,88.29
1167.75,88.3
1167.5,88.31
1167.25,88.32
1167,88.32
1166.75,88.32
1166.5,88.33
1166.25,88.33
1166,88.34
1165.75,88.36
1165.5,88.37
1165.25,88.38
1165,88.39
1164.75,88.4
1164.5,88.42
1164.25,88.43
1164,88.44
1163.75,88.45
1163.5,88.46
1163.25,88.46
1163,88.47
1162.75,88.47
1162.5,88.47
1162.25,88.47
1162,88.47
1161.75,88.48
1161.5,88.49
1161.25,88.51
1161,88.52
1160.75,88.52
1160.5,88.53
1160.25,88.53
1160,88.54
1159.75,88.55
1159.5,88.57
1159.25,88.59
1159,88.61
1158.75,88.62
1158.5,88.64
1158.25,88.65
1158,88.67
1157.75,88.69
1157.5,88.71
1157.25,88.73
1157,88.75
1156.75,88.78
1156.5,88.8
1156.25,88.82
1156,88.84
1155.75,88.87
1155.5,88.89
1155.25,88.92
1155,88.95
1154.75,88.98
1154.5,89.01
1154.25,89.04
1154,89.06
1153.75,89.09
1153.5,89.11
1153.25,89.14
1153,89.17
1152.75,89.2
1152.5,89.24
1152.25,89.28
1152,89.32
1151.75,89.36
1151.5,89.4
1151.25,89.43
1151,89.46
1150.75,89.48
1150.5,89.51
1150.25,89.54
1150,89.57
1149.75,89.6
1149.5,89.64
1149.25,89.68
1149,89.72
1148.75,89.75
1148.5,89.79
1148.25,89.82
1148,89.85
1147.75,89.88
1147.5,89.91
1147.25,89.94
1147,89.97
1146.75,90
1146.5,90.02
1146.25,90.05
1146,90.09
1145.75,90.12
1145.5,90.16
1145.25,90.19
1145,90.23
1144.75,90.26
1144.5,90.29
1144.25,90.32
1144,90.35
1143.75,90.37
1143.5,90.4
1143.25,90.43
1143,90.46
1142.75,90.48
1142.5,90.5
1142.25,90.52
1142,90.54
1141.75,90.55
1141.5,90.57
1141.25,90.59
1141,90.62
1140.75,90.64
1140.5,90.66
1140.25,90.67
1140,90.69
1139.75,90.7
1139.5,90.72
1139.25,90.74
1139,90.75
1138.75,90.76
1138.5,90.77
1138.25,90.77
1138,90.78
1137.75,90.78
1137.5,90.78
1137.25,90.79
1137,90.8
1136.75,90.8
1136.5,90.81
1136.25,90.81
1136,90.81
1135.75,90.8
1135.5,90.8
1135.25,90.8
1135,90.8
1134.75,90.79
1134.5,90.79
1134.25,90.79
1134,90.79
1133.75,90.79
1133.5,90.78
1133.25,90.76
1133,90.75
1132.75,90.73
1132.5,90.72
1132.25,90.7
1132,90.69
1131.75,90.67
1131.5,90.66
1131.25,90.65
1131,90.64
1130.75,90.64
1130.5,90.64
1130.25,90.64
1130,90.64
1129.75,90.63
1129.5,90.62
1129.25,90.61
1129,90.6
1128.75,90.59
1128.5,90.59
1128.25,90.58
1128,90.57
1127.75,90.56
1127.5,90.56
1127.25,90.56
1127,90.57
1126.75,90.58
1126.5,90.59
1126.25,90.59
1126,90.6
1125.75,90.59
1125.5,90.59
1125.25,90.58
1125,90.58
1124.75,90.59
1124.5,90.6
1124.25,90.62
1124,90.64
1123.75,90.66
1123.5,90.68
1123.25,90.69
1123,90.7
1122.75,90.7
1122.5,90.71
1122.25,90.71
1122,90.71
1121.75,90.71
1121.5,90.71
1121.25,90.72
1121,90.72
1120.75,90.73
1120.5,90.73
1120.25,90.74
1120,90.74
1119.75,90.75
1119.5,90.76
1119.25,90.77
1119,90.78
1118.75,90.78
1118.5,90.78
1118.25,90.78
1118,90.79
1117.75,90.79
1117.5,90.79
1117.25,90.79
1117,90.79
1116.75,90.79
1116.5,90.79
1116.25,90.79
1116,90.8
1115.75,90.81
1115.5,90.81
1115.25,90.81
1115,90.81
1114.75,90.81
1114.5,90.81
1114.25,90.81
1114,90.81
1113.75,90.81
1113.5,90.82
1113.25,90.82
1113,90.82
1112.75,90.81
1112.5,90.81
1112.25,90.8
1112,90.8
1111.75,90.8
1111.5,90.8
1111.25,90.82
1111,90.83
1110.75,90.83
1110.5,90.84
1110.25,90.83
1110,90.83
1109.75,90.82
1109.5,90.82
1109.25,90.82
1109,90.82
1108.75,90.82
1108.5,90.81
1108.25,90.81
1108,90.82
1107.75,90.83
1107.5,90.83
1107.25,90.83
1107,90.83
1106.75,90.82
1106.5,90.82
1106.25,90.82
1106,90.82
1105.75,90.82
1105.5,90.81
1105.25,90.81
1105,90.81
1104.75,90.81
1104.5,90.82
1104.25,90.82
1104,90.82
1103.75,90.82
1103.5,90.82
1103.25,90.82
1103,90.82
1102.75,90.83
1102.5,90.83
1102.25,90.83
1102,90.84
1101.75,90.84
1101.5,90.84
1101.25,90.85
1101,90.86
1100.75,90.86
1100.5,90.87
1100.25,90.87
1100,90.87
1099.75,90.87
1099.5,90.87
1099.25,90.87
1099,90.86
1098.75,90.86
1098.5,90.86
1098.25,90.87
1098,90.87
1097.75,90.87
1097.5,90.87
1097.25,90.86
1097,90.86
1096.75,90.87
1096.5,90.87
1096.25,90.88
1096,90.89
1095.75,90.9
1095.5,90.9
1095.25,90.9
1095,90.9
1094.75,90.89
1094.5,90.89
1094.25,90.89
1094,90.89
1093.75,90.9
1093.5,90.91
1093.25,90.9
1093,90.9
1092.75,90.89
1092.5,90.89
1092.25,90.9
1092,90.9
1091.75,90.9
1091.5,90.9
1091.25,90.89
1091,90.89
1090.75,90.89
1090.5,90.88
1090.25,90.88
1090,90.88
1089.75,90.89
1089.5,90.89
1089.25,90.89
1089,90.89
1088.75,90.89
1088.5,90.88
1088.25,90.88
1088,90.87
1087.75,90.86
1087.5,90.84
1087.25,90.82
1087,90.81
1086.75,90.8
1086.5,90.79
1086.25,90.77
1086,90.76
1085.75,90.75
1085.5,90.74
1085.25,90.73
1085,90.74
1084.75,90.74
1084.5,90.75
1084.25,90.76
1084,90.75
1083.75,90.74
1083.5,90.72
1083.25,90.69
1083,90.66
1082.75,90.65
1082.5,90.64
1082.25,90.65
1082,90.65
1081.75,90.65
1081.5,90.65
1081.25,90.64
1081,90.63
1080.75,90.62
1080.5,90.6
1080.25,90.59
1080,90.58
1079.75,90.58
1079.5,90.58
1079.25,90.59
1079,90.59
1078.75,90.6
1078.5,90.6
1078.25,90.59
1078,90.58
1077.75,90.57
1077.5,90.57
1077.25,90.57
1077,90.57
1076.75,90.58
1076.5,90.58
1076.25,90.58
1076,90.58
1075.75,90.57
1075.5,90.57
1075.25,90.57
1075,90.58
1074.75,90.6
1074.5,90.61
1074.25,90.62
1074,90.63
1073.75,90.63
1073.5,90.62
1073.25,90.62
1073,90.62
1072.75,90.62
1072.5,90.63
1072.25,90.65
1072,90.67
1071.75,90.69
1071.5,90.7
1071.25,90.71
1071,90.72
1070.75,90.73
1070.5,90.74
1070.25,90.74
1070,90.76
1069.75,90.77
1069.5,90.78
1069.25,90.8
1069,90.82
1068.75,90.84
1068.5,90.85
1068.25,90.87
1068,90.89
1067.75,90.91
1067.5,90.92
1067.25,90.93
1067,90.94
1066.75,90.95
1066.5,90.96
1066.25,90.97
1066,90.99
1065.75,91
1065.5,91.02
1065.25,91.03
1065,91.04
1064.75,91.06
1064.5,91.07
1064.25,91.09
1064,91.1
1063.75,91.11
1063.5,91.12
1063.25,91.13
1063,91.14
1062.75,91.15
1062.5,91.16
1062.25,91.17
1062,91.18
1061.75,91.19
1061.5,91.2
1061.25,91.2
1061,91.2
1060.75,91.21
1060.5,91.22
1060.25,91.22
1060,91.23
1059.75,91.24
1059.5,91.25
1059.25,91.26
1059,91.27
1058.75,91.29
1058.5,91.29
1058.25,91.3
1058,91.3
1057.75,91.3
1057.5,91.3
1057.25,91.3
1057,91.3
1056.75,91.3
1056.5,91.3
1056.25,91.3
1056,91.31
1055.75,91.32
1055.5,91.32
1055.25,91.33
1055,91.33
1054.75,91.33
1054.5,91.33
1054.25,91.33
1054,91.33
1053.75,91.34
1053.5,91.34
1053.25,91.34
1053,91.34
1052.75,91.35
1052.5,91.35
1052.25,91.36
1052,91.37
1051.75,91.38
1051.5,91.4
1051.25,91.42
1051,91.43
1050.75,91.44
1050.5,91.43
1050.25,91.42
1050,91.42
1049.75,91.42
1049.5,91.43
1049.25,91.45
1049,91.46
1048.75,91.48
1048.5,91.5
1048.25,91.52
1048,91.53
1047.75,91.54
1047.5,91.55
1047.25,91.56
1047,91.56
1046.75,91.57
1046.5,91.57
1046.25,91.58
1046,91.6
1045.75,91.61
1045.5,91.62
1045.25,91.63
1045,91.64
1044.75,91.65
1044.5,91.67
1044.25,91.68
1044,91.7
1043.75,91.72
1043.5,91.74
1043.25,91.75
1043,91.76
1042.75,91.77
1042.5,91.78
1042.25,91.8
1042,91.82
1041.75,91.85
1041.5,91.86
1041.25,91.88
1041,91.9
1040.75,91.91
1040.5,91.93
1040.25,91.95
1040,91.96
1039.75,91.98
1039.5,91.99
1039.25,92.01
1039,92.02
1038.75,92.03
1038.5,92.04
1038.25,92.05
1038,92.07
1037.75,92.09
1037.5,92.11
1037.25,92.13
1037,92.15
1036.75,92.16
1036.5,92.17
1036.25,92.18
1036,92.19
1035.75,92.2
1035.5,92.21
1035.25,92.22
1035,92.24
1034.75,92.26
1034.5,92.28
1034.25,92.3
1034,92.31
1033.75,92.31
1033.5,92.32
1033.25,92.32
1033,92.33
1032.75,92.34
1032.5,92.35
1032.25,92.37
1032,92.38
1031.75,92.39
1031.5,92.41
1031.25,92.42
1031,92.44
1030.75,92.46
1030.5,92.47
1030.25,92.48
1030,92.49
1029.75,92.49
1029.5,92.48
1029.25,92.48
1029,92.48
1028.75,92.49
1028.5,92.51
1028.25,92.53
1028,92.55
1027.75,92.57
1027.5,92.59
1027.25,92.6
1027,92.61
1026.75,92.62
1026.5,92.63
1026.25,92.65
1026,92.67
1025.75,92.69
1025.5,92.71
1025.25,92.71
1025,92.71
1024.75,92.71
1024.5,92.72
1024.25,92.73
1024,92.75
1023.75,92.76
1023.5,92.77
1023.25,92.78
1023,92.78
1022.75,92.78
1022.5,92.78
1022.25,92.78
1022,92.79
1021.75,92.8
1021.5,92.82
1021.25,92.83
1021,92.84
1020.75,92.85
1020.5,92.86
1020.25,92.87
1020,92.87
1019.75,92.87
1019.5,92.86
1019.25,92.85
1019,92.85
1018.75,92.85
1018.5,92.86
1018.25,92.87
1018,92.88
1017.75,92.89
1017.5,92.9
1017.25,92.91
1017,92.92
1016.75,92.93
1016.5,92.94
1016.25,92.95
1016,92.95
1015.75,92.95
1015.5,92.95
1015.25,92.95
1015,92.95
1014.75,92.97
1014.5,92.98
1014.25,92.99
1014,93
1013.75,93
1013.5,93.01
1013.25,93.02
1013,93.03
1012.75,93.04
1012.5,93.04
1012.25,93.03
1012,93.03
1011.75,93.02
1011.5,93.01
1011.25,93.02
1011,93.03
1010.75,93.05
1010.5,93.07
1010.25,93.08
1010,93.09
1009.75,93.1
1009.5,93.11
1009.25,93.12
1009,93.13
1008.75,93.13
1008.5,93.14
1008.25,93.15
1008,93.16
1007.75,93.17
1007.5,93.18
1007.25,93.19
1007,93.21
1006.75,93.22
1006.5,93.23
1006.25,93.24
1006,93.25
1005.75,93.27
1005.5,93.28
1005.25,93.3
1005,93.31
1004.75,93.31
1004.5,93.32
1004.25,93.32
1004,93.32
1003.75,93.32
1003.5,93.32
1003.25,93.33
1003,93.33
1002.75,93.33
1002.5,93.33
1002.25,93.34
1002,93.35
1001.75,93.36
1001.5,93.37
1001.25,93.38
1001,93.39
1000.75,93.39
1000.5,93.39
1000.25,93.4
1000,93.41
999.75,93.43
999.5,93.43
999.25,93.44
999,93.44
998.75,93.44
998.5,93.44
998.25,93.44
998,93.43
997.75,93.43
997.5,93.43
997.25,93.43
997,93.44
996.75,93.44
996.5,93.44
996.25,93.44
996,93.43
995.75,93.43
995.5,93.43
995.25,93.44
995,93.46
994.75,93.46
994.5,93.47
994.25,93.47
994,93.47
993.75,93.47
993.5,93.48
993.25,93.49
993,93.49
992.75,93.49
992.5,93.5
992.25,93.5
992,93.5
991.75,93.5
991.5,93.5
991.25,93.5
991,93.51
990.75,93.53
990.5,93.54
990.25,93.55
990,93.55
989.75,93.54
989.5,93.53
989.25,93.52
989,93.52
988.75,93.53
988.5,93.55
988.25,93.56
988,93.57
987.75,93.58
987.5,93.57
987.25,93.57
987,93.56
986.75,93.56
986.5,93.57
986.25,93.58
986,93.58
985.75,93.59
985.5,93.59
985.25,93.6
985,93.6
984.75,93.6
984.5,93.61
984.25,93.61
984,93.61
983.75,93.61
983.5,93.62
983.25,93.62
983,93.63
982.75,93.64
982.5,93.65
982.25,93.66
982,93.66
981.75,93.67
981.5,93.67
981.25,93.67
981,93.67
980.75,93.68
980.5,93.68
980.25,93.68
980,93.67
979.75,93.67
979.5,93.67
979.25,93.67
979,93.67
978.75,93.68
978.5,93.68
978.25,93.69
978,93.7
977.75,93.71
977.5,93.72
977.25,93.72
977,93.72
976.75,93.71
976.5,93.71
976.25,93.72
976,93.73
975.75,93.74
975.5,93.75
975.25,93.77
975,93.77
974.75,93.77
974.5,93.77
974.25,93.77
974,93.77
973.75,93.78
973.5,93.79
973.25,93.79
973,93.8
972.75,93.8
972.5,93.79
972.25,93.79
972,93.78
971.75,93.78
971.5,93.78
971.25,93.78
971,93.78
970.75,93.78
970.5,93.78
970.25,93.78
970,93.78
969.75,93.79
969.5,93.8
969.25,93.81
969,93.81
968.75,93.82
968.5,93.81
968.25,93.81
968,93.81
967.75,93.82
967.5,93.83
967.25,93.84
967,93.84
966.75,93.84
966.5,93.84
966.25,93.84
966,93.84
965.75,93.84
965.5,93.84
965.25,93.85
965,93.85
964.75,93.86
964.5,93.87
964.25,93.87
964,93.86
963.75,93.85
963.5,93.84
963.25,93.84
963,93.84
962.75,93.85
962.5,93.85
962.25,93.86
962,93.86
961.75,93.85
961.5,93.84
961.25,93.84
961,93.84
960.75,93.84
960.5,93.85
960.25,93.85
960,93.85
959.75,93.85
959.5,93.86
959.25,93.86
959,93.85
958.75,93.85
958.5,93.86
958.25,93.87
958,93.87
957.75,93.87
957.5,93.87
957.25,93.87
957,93.87
956.75,93.88
956.5,93.88
956.25,93.89
956,93.88
955.75,93.88
955.5,93.87
955.25,93.87
955,93.87
954.75,93.88
954.5,93.88
954.25,93.88
954,93.88
953.75,93.88
953.5,93.88
953.25,93.88
953,93.88
952.75,93.87
952.5,93.87
952.25,93.86
952,93.87
951.75,93.87
951.5,93.88
951.25,93.89
951,93.9
950.75,93.91
950.5,93.91
950.25,93.9
950,93.9
949.75,93.88
949.5,93.87
949.25,93.85
949,93.85
948.75,93.85
948.5,93.86
948.25,93.86
948,93.86
947.75,93.85
947.5,93.85
947.25,93.84
947,93.84
946.75,93.85
946.5,93.85
946.25,93.85
946,93.85
945.75,93.86
945.5,93.87
945.25,93.89
945,93.89
944.75,93.88
944.5,93.86
944.25,93.84
944,93.82
943.75,93.81
943.5,93.8
943.25,93.81
943,93.81
942.75,93.81
942.5,93.81
942.25,93.8
942,93.8
941.75,93.79
941.5,93.79
